,name,speed,avg_f0,std_f0
0,1001_134708,4.994444444444444,102.56791232384406,13.83049719834298
1,100_121669,3.8875000000000006,237.756564345872,25.120609923186215
2,100_121674,3.8125,245.39494610593115,23.812932813999716
3,100_122655,3.9152777777777774,230.77412445266276,25.924372796468294
4,1012_133424,3.551388888888889,211.05306175257385,26.89629489746501
5,1018_133447,3.744444444444445,109.627997960518,13.697131199712416
6,1018_135221,3.6472222222222226,133.960884422042,17.708609108302568
7,101_126859,5.025,121.0339930904667,12.249271646722066
8,101_126860,4.658333333333333,140.0344337766095,14.186911984076973
9,101_126861,4.759722222222223,141.3491524665574,14.938714998722652
10,1025_75365,3.427777777777778,111.57830076784887,15.470135264496824
11,1025_92814,3.466666666666667,98.04729581199189,10.553146271447076
12,1025_92820,3.520833333333334,96.29574906649935,9.976902309916534
13,1027_125140,3.994444444444444,104.20543674134362,14.509820143371238
14,1027_125147,3.8833333333333337,101.01499584708979,13.125791818402119
15,1028_133393,3.9041666666666663,99.94843204351429,10.836696546883664
16,1028_133395,3.7916666666666665,105.01712541023089,12.45685367268978
17,1034_121119,3.6125000000000003,110.02251903754345,14.332152655983274
18,103_1241,3.181944444444445,217.51855443248644,24.91750853528537
19,1040_133433,3.4236111111111107,126.93131758179857,17.717572912602662
20,1046_133224,3.938888888888889,93.9354897183079,9.813305310705436
21,1046_133225,4.0375,93.32971746663152,10.558258311972759
22,1050_134119,4.080555555555556,190.63039741372097,23.851967797887568
23,1050_134120,3.8444444444444446,198.07125474320281,24.58723640793026
24,1050_134121,3.922222222222222,178.625930503098,22.995268226427225
25,1052_132776,3.2986111111111116,190.44596940536476,20.031297022840203
26,1052_139307,3.855555555555555,205.29686580984395,24.583481109623854
27,1052_139308,3.7430555555555554,203.9666875192449,18.42863419546258
28,1053_132821,3.769444444444444,186.47400023320128,19.99324039937973
29,1053_132850,3.7624999999999997,181.26966728339548,21.046147937370915
30,1053_289242,3.876388888888889,193.67310822756633,24.855606835649585
31,1054_143005,3.444444444444444,208.2402942527162,18.830697443092248
32,1058_133263,4.248611111111111,94.92158826745762,8.817560674989382
33,1060_134451,3.683333333333334,196.357059663502,22.46391318422392
34,1061_142358,3.2416666666666667,199.3122322571435,27.81976779043426
35,1061_146197,3.4013888888888886,198.94355883387843,24.438107272906365
36,1061_152224,3.4041666666666672,221.03282480916377,29.683842952821042
37,1066_103481,4.305555555555555,168.74619627593157,17.987221706772036
38,1066_4479,3.3819444444444446,183.68017995923665,28.419446958821915
39,1066_5330,3.577777777777778,181.7045530352718,31.247899268494198
40,1069_133699,3.995833333333333,188.4890885598126,25.56462969810748
41,1069_133709,3.870833333333333,197.18645968081677,22.694201320196683
42,1079_128631,3.8916666666666666,165.51956544542614,19.582565744891387
43,1079_128632,3.811111111111111,161.25934676936254,17.97993995110343
44,1079_128633,4.180555555555555,172.5601640119971,21.798732800129358
45,1079_128636,3.865277777777778,164.6305376369162,17.462887892032725
46,1081_128618,4.333333333333332,108.96436458032723,11.536332234604615
47,1088_129236,3.6125000000000003,186.23573078650813,23.933224792842978
48,1088_134315,3.4861111111111107,184.0444973810837,25.852300857400195
49,1088_134318,3.4819444444444443,190.5639293406485,27.334063356040545
50,1093_132891,3.620833333333333,180.6612534463485,21.171436245382086
51,1098_133695,3.630555555555556,177.84395519054362,27.32374823171471
52,1100_124547,3.816666666666666,202.37900727602863,22.16537527461925
53,1100_135264,4.187500000000001,208.19921085036907,21.082217065689676
54,1112_1043,3.7250000000000005,117.36278062964357,12.2164033138278
55,1112_128136,4.0875,109.79076557832583,11.804964235456366
56,1112_128138,3.931944444444445,108.45951144448028,11.974081908953368
57,1116_132847,3.384722222222222,192.0261961627731,22.912467976460594
58,1116_132851,3.188888888888889,188.56090999597498,25.325592471117616
59,1116_137572,3.0861111111111112,175.80644169586628,20.210115898651352
60,1121_132777,3.6708333333333334,121.73633811520348,15.029583047234436
61,1121_135824,4.031944444444445,146.9043681808915,21.83395973212087
62,1121_176698,4.398611111111111,134.7664106128928,16.542744078285235
63,112_121671,3.4625000000000004,207.3704685039807,22.87789669956074
64,112_123215,3.686111111111111,255.3443415175284,21.16757753223006
65,112_123216,3.3041666666666663,208.99964102901953,22.651388480176177
66,114_129317,3.345833333333333,218.54881025037608,25.589659236704478
67,114_129324,3.45,209.26582750682354,23.636144694802972
68,115_121720,4.165277777777778,209.33038052812054,29.036013035740503
69,115_121896,4.388888888888889,208.8786054532383,24.29269848424267
70,115_122944,3.9819444444444443,214.46150363973922,22.451598294782062
71,1160_134674,3.681944444444445,104.2121379987205,11.889991836886189
72,1160_139336,3.7374999999999994,104.45188937056017,12.357889521048131
73,1160_139717,3.7055555555555557,93.83142401500214,8.77971160441657
74,1160_139727,3.741666666666667,84.47215705415684,6.652975669181803
75,1160_139730,3.9722222222222223,93.950924796072,8.424885063775703
76,1165_135216,3.458333333333333,124.78257271278689,13.931601812808642
77,1165_135220,3.470833333333333,110.3843246056989,14.097425237262335
78,1175_126221,3.418055555555556,90.73782928960397,8.05758432847646
79,1182_133396,3.6875,121.36219238377528,11.692925756380994
80,1182_134981,3.6166666666666663,103.55154785588795,9.372456224392822
81,1183_124566,3.970833333333333,197.1187302716136,25.924509273889395
82,1183_128659,3.5541666666666667,189.00987512395946,25.839993312638633
83,1183_133255,3.561111111111112,197.51565227165983,25.305167538962547
84,1183_133256,3.363888888888889,212.70964310967673,23.973254654583044
85,118_121721,3.677777777777778,191.08721192527668,23.257112671607842
86,118_124588,3.1111111111111107,139.07996596254281,14.422858835870269
87,118_47824,3.0999999999999996,95.982156118596,10.869018509732488
88,1195_130164,3.945833333333333,179.04462720394568,20.77852716261504
89,1195_135814,4.101388888888889,178.13950201160162,23.23515584742603
90,1195_37134,3.402777777777778,167.8694331552926,21.650404469038325
91,119_121722,3.295833333333333,103.85418840947128,16.16104632090459
92,119_129513,3.529166666666667,94.70805814858446,8.893148206446279
93,119_129514,3.3055555555555554,101.06391655326894,11.372211890071053
94,119_129515,3.3847222222222224,102.77865342114109,12.741211426678326
95,1212_14653,4.3125,195.8918388723431,28.490033680772108
96,1212_185485,3.8000000000000003,182.8230919421761,30.796089488200632
97,1212_75242,4.040277777777778,173.01606880796433,22.207347607023838
98,1222_133834,3.488888888888889,113.73120894473806,12.606981837169295
99,1224_121064,3.7708333333333335,237.31263376912224,21.355153130780334
100,1226_141268,3.9138888888888883,106.32388353762616,14.005998122198829
101,1226_141270,3.7319444444444443,104.25666220353476,13.106744929536436
102,1226_141279,3.6750000000000003,108.30105512808086,14.404103083436622
103,122_121729,3.9680555555555554,106.49195588311285,12.93176442288958
104,122_121730,3.702777777777778,120.07204157503897,15.643356838254858
105,122_121734,3.6999999999999997,100.78059569715047,12.704519812698964
106,122_129752,3.8055555555555562,117.44426250410766,14.37779057119205
107,1235_135883,3.8541666666666665,128.7795959078248,17.259822686274227
108,1235_135884,3.866666666666667,100.22856860782221,10.922617936473092
